,Prob,Word
0,0.0674642270701384,field
1,0.05540699038235984,list
2,0.034154351395730705,select
3,0.031292517006802724,item
4,0.02950973492845414,display
5,0.026694815857377433,show
6,0.023410743607787943,column
7,0.022144030025803424,filter
8,0.021768707482993196,valu
9,0.020314332629603565,option
10,0.020079756040347174,text
11,0.019751348815388224,type
12,0.019516772226131834,dropdown
13,0.017733990147783252,set
14,0.017687074829931974,row
15,0.016748768472906402,sharepoint
16,0.016608022519352568,screen
17,0.014965986394557823,search
18,0.014074595355383532,input
19,0.011869575416373446,box
20,0.011306591602158104,dynam
21,0.01116584564860427,galleri
22,0.010978184377199156,collect
23,0.010039878020173587,base
24,0.00994604738447103,store
25,0.009570724841660803,label
26,0.009242317616701853,powerapp
27,0.009195402298850575,multipl
28,0.009054656345296739,properti
29,0.008257095941825006,entiti
