,Prob,Word
0,0.02386533134455572,im
1,0.018964415086298744,time
2,0.015981248668229277,work
3,0.014063498828041764,make
4,0.013637332196888983,find
5,0.013353221109453797,report
6,0.013282193337595,product
7,0.011364443497407487,ive
8,0.009091554797925989,manag
9,0.008949499254208395,start
10,0.008807443710490801,gener
11,0.008807443710490801,order
12,0.008381277079338022,case
13,0.008381277079338022,add
14,0.008026138220044037,question
15,0.007813054904467646,project
16,0.007599971588891257,delet
17,0.007244832729597273,version
18,0.006747638326585695,test
19,0.0066055827828681015,thing
20,0.0066055827828681015,develop
21,0.006534555011009305,type
22,0.006392499467291711,mobil
23,0.006250443923574118,solut
24,0.006108388379856524,build
25,0.005824277292421336,point
26,0.005682221748703743,write
27,0.0056111939768449465,note
28,0.0056111939768449465,number
29,0.005398110661268556,multipl
