,Prob,Word
0,0.07490527542990381,user
1,0.02907315651413582,access
2,0.02863596619061498,connect
3,0.026085689303410084,creat
4,0.019819294666278055,applic
5,0.019382104342757212,sql
6,0.019090644127076655,databas
7,0.018507723695715534,cloud
8,0.018507723695715534,drive
9,0.016686097347712037,deploy
10,0.01428155056834742,account
11,0.013625765083066161,script
12,0.012314194112503644,group
13,0.012095598950743223,folder
14,0.012095598950743223,set
15,0.011877003788982803,log
16,0.011804138735062664,servic
17,0.010638297872340425,project
18,0.010273972602739725,admin
19,0.010201107548819586,app
20,0.009909647333139027,develop
21,0.009253861847857767,permiss
22,0.008816671524336928,picker
23,0.008743806470416789,role
24,0.008743806470416789,environ
25,0.008670941416496648,publish
26,0.008306616146895948,instanc
27,0.00816088603905567,file
28,0.00794229087729525,team
29,0.007723695715534829,share
