,Prob,Word
0,0.07064001193495449,user
1,0.03856482172161719,connect
2,0.034089213784872445,databas
3,0.03207519021333731,account
4,0.028345516932716693,access
5,0.026853647620468445,creat
6,0.025287184842607786,app
7,0.02260182008056094,sql
8,0.02222885275249888,applic
9,0.021930478890049232,cloud
10,0.019767268387289275,develop
11,0.019245114128002387,power
12,0.01775324481575414,servic
13,0.01708190362524243,deploy
14,0.015440847381769356,task
15,0.01491869312248247,login
16,0.014769506191257645,group
17,0.013053856482172162,commun
18,0.012233328360435626,log
19,0.011039832910637029,connector
20,0.01081605251379979,azur
21,0.01081605251379979,step
22,0.010517678651350141,admin
23,0.010293898254512905,assign
24,0.010070117857675668,microsoft
25,0.00984633746083843,instanc
26,0.009622557064001194,share
27,0.00954796359838878,manag
28,0.009473370132776368,permiss
29,0.008951215873489482,role
