,Prob,Word
0,0.04077424504456565,select
1,0.03724890248769456,item
2,0.03099640814154583,column
3,0.029599574298257283,dropdown
4,0.02587468404948783,sharepoint
5,0.025542104562990556,screen
6,0.02068644406013037,option
7,0.019156578422242915,collect
8,0.01862445124384728,valu
9,0.01862445124384728,filter
10,0.018158839962751097,galleri
11,0.01543168817347346,field
12,0.015165624584275643,button
13,0.014833045097778368,display
14,0.012970599973393641,sourc
15,0.012837568178794731,tabl
16,0.012704536384195823,form
17,0.012504988692297459,excel
18,0.011839829719302914,properti
19,0.009910868697618732,powerapp
20,0.00931222562192364,show
21,0.00931222562192364,base
22,0.008647066648929095,im
23,0.008514034854330185,drop
24,0.00844751895703073,box
25,0.008048423573234003,control
26,0.007782359984036185,lookup
27,0.007516296394838366,dynam
28,0.007250232805640548,text
29,0.0067846215245443665,popul
